,gt,time_elapsed,current_time,current_task,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
0,0,2.027938843,20221214194317388,None,26,22,42,61,52,32,26,23
1,0,2.037917853,20221214194317398,None,26,22,42,61,52,32,26,23
2,0,2.047956229,20221214194317408,None,27,23,53,56,36,30,25,22
3,0,2.057945013,20221214194317418,None,27,23,53,56,36,30,25,22
4,0,2.067990542,20221214194317428,None,29,26,54,57,35,29,26,22
5,0,2.077932358,20221214194317438,None,29,26,54,57,35,29,26,22
6,0,2.088101864,20221214194317448,None,28,26,56,56,35,30,27,22
7,0,2.098037482,20221214194317458,None,28,26,56,56,35,30,27,22
8,0,2.10825038,20221214194317468,None,28,25,55,50,33,31,23,23
9,0,2.118079901,20221214194317478,None,28,25,55,50,33,31,23,23
10,0,2.128459692,20221214194317488,None,27,26,56,55,35,27,24,22
11,0,2.138116837,20221214194317498,None,27,26,56,55,35,27,24,22
12,0,2.1483368880000002,20221214194317508,None,26,24,40,45,30,24,22,21
13,0,2.158088208,20221214194317518,None,26,24,40,45,30,24,22,21
14,0,2.168138504,20221214194317528,None,25,23,41,45,30,21,21,20
15,0,2.17809105,20221214194317538,None,25,23,41,45,30,21,21,20
16,0,2.188203574,20221214194317548,None,23,22,41,48,33,25,23,21
17,0,2.198245764,20221214194317558,None,23,22,41,48,33,25,23,21
18,0,2.208054066,20221214194317568,None,20,24,39,51,41,32,22,22
19,0,2.218006611,20221214194317578,None,20,24,39,51,41,32,22,22
20,0,2.228328944,20221214194317588,None,22,23,35,54,41,34,24,22
21,0,2.238306523,20221214194317598,None,22,23,35,54,41,34,24,22
22,0,2.248273135,20221214194317608,None,21,22,34,55,46,34,25,22
23,0,2.258245707,20221214194317618,None,21,22,34,55,46,34,25,22
24,0,2.268260241,20221214194317628,None,22,24,34,53,45,35,26,22
25,0,2.278127194,20221214194317638,None,22,24,34,53,45,35,26,22
26,0,2.288548231,20221214194317648,None,22,27,32,49,42,34,25,21
27,0,2.298049689,20221214194317658,None,22,27,32,49,42,34,25,21
28,0,2.3082926280000002,20221214194317668,None,23,27,37,53,38,27,25,21
29,0,2.317967892,20221214194317678,None,23,27,37,53,38,27,25,21
30,0,2.328325987,20221214194317688,None,21,26,39,48,36,27,23,20
31,0,2.33823824,20221214194317698,None,21,26,39,48,36,27,23,20
32,0,2.347972155,20221214194317708,None,22,26,43,49,35,26,24,23
33,0,2.358087302,20221214194317718,None,22,26,43,49,35,26,24,23
34,0,2.3679835799999998,20221214194317728,None,21,26,45,50,34,30,25,23
35,0,2.37804246,20221214194317738,None,21,26,45,50,34,30,25,23
36,0,2.3880484109999998,20221214194317748,None,21,20,45,50,38,32,24,24
37,0,2.3982026579999998,20221214194317758,None,21,20,45,50,38,32,24,24
38,0,2.408360482,20221214194317768,None,22,22,50,48,36,33,25,23
39,0,2.418014765,20221214194317778,None,22,22,50,48,36,33,25,23
40,0,2.428340435,20221214194317788,None,21,24,50,46,35,31,26,24
41,0,2.438085556,20221214194317798,None,21,24,50,46,35,31,26,24
42,0,2.447986603,20221214194317808,None,22,25,49,42,34,32,27,21
43,0,2.458092451,20221214194317818,None,22,25,49,42,34,32,27,21
44,0,2.468102217,20221214194317828,None,20,23,47,44,39,32,24,21
45,0,2.477991581,20221214194317838,None,20,23,47,44,39,32,24,21
46,0,2.4879682069999998,20221214194317848,None,19,26,52,48,40,28,25,22
47,0,2.498312235,20221214194317858,None,19,26,52,48,40,28,25,22
48,0,2.5080189710000003,20221214194317868,None,20,24,42,43,39,29,24,20
49,0,2.518135548,20221214194317878,None,20,24,42,43,39,29,24,20
50,0,2.5280475620000002,20221214194317888,None,20,23,40,42,38,30,23,19
51,0,2.538125038,20221214194317898,None,20,23,40,42,38,30,23,19
52,0,2.548039675,20221214194317908,None,20,23,41,42,36,30,19,20
53,0,2.558025122,20221214194317918,None,20,23,41,42,36,30,19,20
54,0,2.5683476929999998,20221214194317928,None,21,24,44,41,38,35,21,20
55,0,2.578148365,20221214194317938,None,21,24,44,41,38,35,21,20
56,0,2.588383198,20221214194317948,None,23,21,41,41,38,40,18,21
57,0,2.598172903,20221214194317958,None,23,21,41,41,38,40,18,21
58,0,2.608285666,20221214194317968,None,23,24,45,43,37,39,20,22
59,0,2.61809516,20221214194317978,None,23,24,45,43,37,39,20,22
60,0,2.6285524369999997,20221214194317988,None,23,24,45,42,39,38,20,21
61,0,2.6381104,20221214194317998,None,23,24,45,42,39,38,20,21
62,0,2.648159743,20221214194318008,None,22,23,43,46,41,43,22,22
63,0,2.65816474,20221214194318018,None,22,23,43,46,41,43,22,22
64,0,2.667983532,20221214194318028,None,22,23,37,43,37,36,21,21
65,0,2.678187609,20221214194318038,None,22,23,37,43,37,36,21,21
66,0,2.688374996,20221214194318048,None,19,25,37,37,33,30,23,21
67,0,2.69815135,20221214194318058,None,19,25,37,37,33,30,23,21
68,0,2.708357096,20221214194318068,None,23,22,33,33,33,31,23,22
69,0,2.718111515,20221214194318078,None,23,22,33,33,33,31,23,22
70,0,2.727991104,20221214194318088,None,23,22,33,34,32,35,22,22
71,0,2.737921715,20221214194318098,None,23,22,33,34,32,35,22,22
72,0,2.74809742,20221214194318108,None,24,21,29,29,32,29,22,22
73,0,2.758147002,20221214194318118,None,24,21,29,29,32,29,22,22
74,0,2.768334389,20221214194318128,None,23,21,31,29,29,30,23,21
75,0,2.7780079840000003,20221214194318138,None,23,21,31,29,29,30,23,21
76,0,2.787978411,20221214194318148,None,23,21,31,29,29,30,23,21
