,gt,time_elapsed,current_time,current_task,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
0,0,2.027001381,20221214193908527,None,22,26,31,74,55,40,20,24
1,0,2.036987543,20221214193908537,None,22,26,31,74,55,40,20,24
2,0,2.046998024,20221214193908547,None,22,24,32,76,56,43,19,24
3,0,2.056984663,20221214193908557,None,22,24,32,76,56,43,19,24
4,0,2.067001105,20221214193908567,None,20,23,36,72,53,46,20,25
5,0,2.07703352,20221214193908577,None,20,23,36,72,53,46,20,25
6,0,2.087015629,20221214193908587,None,20,22,41,69,53,45,23,28
7,0,2.097039461,20221214193908597,None,20,22,41,69,53,45,23,28
8,0,2.107016802,20221214193908607,None,23,24,44,65,53,44,25,25
9,0,2.117005825,20221214193908617,None,23,24,44,65,53,44,25,25
10,0,2.127029419,20221214193908627,None,22,21,42,59,47,43,25,24
11,0,2.137321949,20221214193908637,None,22,21,42,59,47,43,25,24
12,0,2.147201062,20221214193908647,None,22,21,42,59,47,43,25,24
13,0,2.157305956,20221214193908657,None,22,23,40,71,52,42,28,23
14,0,2.167296172,20221214193908667,None,23,23,39,69,51,39,28,22
15,0,2.177695752,20221214193908677,None,23,23,39,69,51,39,28,22
16,0,2.187173128,20221214193908687,None,25,26,32,69,51,40,26,18
17,0,2.197353602,20221214193908697,None,25,26,32,69,51,40,26,18
18,0,2.20712471,20221214193908707,None,23,24,28,70,60,43,23,19
19,0,2.217280627,20221214193908717,None,23,24,28,70,60,43,23,19
20,0,2.227036,20221214193908727,None,25,23,31,80,62,44,21,18
21,0,2.237096072,20221214193908737,None,25,23,31,80,62,44,21,18
22,0,2.247242213,20221214193908747,None,25,23,30,68,53,44,20,20
23,0,2.25736928,20221214193908757,None,25,23,30,68,53,44,20,20
24,0,2.267184496,20221214193908767,None,25,23,30,68,53,44,20,20
25,0,2.277377129,20221214193908777,None,22,22,28,69,51,46,20,21
26,0,2.287057162,20221214193908787,None,24,20,27,70,52,46,19,21
27,0,2.29709363,20221214193908797,None,24,20,27,70,52,46,19,21
28,0,2.307157278,20221214193908807,None,24,22,26,69,47,44,22,22
29,0,2.317073107,20221214193908817,None,24,22,26,69,47,44,22,22
30,0,2.327023268,20221214193908827,None,23,24,23,58,43,44,23,23
31,0,2.337013007,20221214193908837,None,23,24,23,58,43,44,23,23
32,0,2.347015143,20221214193908847,None,23,24,23,76,49,46,22,21
33,0,2.357607842,20221214193908857,None,23,24,23,76,49,46,22,21
34,0,2.367099762,20221214193908867,None,25,26,30,78,55,45,22,23
35,0,2.377009631,20221214193908877,None,25,26,30,78,55,45,22,23
36,0,2.38710928,20221214193908887,None,22,27,33,82,57,44,22,24
37,0,2.397059203,20221214193908897,None,22,27,33,82,57,44,22,24
38,0,2.407051087,20221214193908907,None,22,27,34,83,57,46,22,25
39,0,2.417172432,20221214193908917,None,22,27,34,83,57,46,22,25
40,0,2.42705679,20221214193908927,None,21,26,35,81,56,45,22,25
41,0,2.43705678,20221214193908937,None,21,26,35,81,56,45,22,25
42,0,2.447041512,20221214193908947,None,22,27,36,67,51,43,23,26
43,0,2.457063675,20221214193908957,None,22,27,36,67,51,43,23,26
44,0,2.46704793,20221214193908967,None,22,27,36,67,51,43,23,26
45,0,2.477015496,20221214193908977,None,21,24,31,62,51,43,22,24
46,0,2.48701787,20221214193908987,None,21,22,32,58,52,42,22,24
47,0,2.497061491,20221214193908997,None,21,22,32,58,52,42,22,24
48,0,2.507100106,20221214193909007,None,22,21,33,67,49,39,20,21
49,0,2.517034531,20221214193909017,None,22,21,33,67,49,39,20,21
50,0,2.527028561,20221214193909027,None,23,21,32,67,50,29,22,23
