,gt,time_elapsed,current_time,current_task,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
0,0,2.028504134,20221214195941901,None,21,25,24,23,29,21,21,22
1,0,2.038193226,20221214195941910,None,20,25,24,23,26,20,22,22
2,0,2.048193217,20221214195941920,None,20,25,24,23,26,20,22,22
3,0,2.058241844,20221214195941930,None,20,25,24,23,26,20,22,22
4,0,2.068184138,20221214195941940,None,21,24,23,25,25,22,22,22
5,0,2.078178406,20221214195941950,None,21,24,23,25,25,22,22,22
6,0,2.0881741050000002,20221214195941960,None,19,24,24,26,27,21,21,25
7,0,2.098190308,20221214195941970,None,19,23,22,26,28,20,20,23
8,0,2.108355761,20221214195941981,None,19,23,22,26,28,20,20,23
9,0,2.118317843,20221214195941990,None,19,23,22,26,28,20,20,23
10,0,2.128601075,20221214195942001,None,19,23,24,27,30,20,18,23
11,0,2.138314247,20221214195942010,None,19,23,24,27,30,20,18,23
12,0,2.148596525,20221214195942021,None,18,22,23,29,29,20,17,23
13,0,2.15831089,20221214195942030,None,19,22,24,42,31,19,15,23
14,0,2.168610812,20221214195942041,None,19,22,24,42,31,19,15,23
15,0,2.178380013,20221214195942051,None,19,22,24,42,31,19,15,23
16,0,2.188435316,20221214195942061,None,19,25,25,42,33,23,16,18
17,0,2.198303938,20221214195942070,None,19,25,25,42,33,23,16,18
18,0,2.208649636,20221214195942081,None,19,23,24,43,36,25,17,18
19,0,2.218308449,20221214195942090,None,18,24,22,42,35,25,18,18
20,0,2.228812933,20221214195942101,None,18,24,22,42,35,25,18,18
21,0,2.238436222,20221214195942111,None,18,24,22,42,35,25,18,18
22,0,2.24862504,20221214195942121,None,18,26,21,40,35,26,20,19
23,0,2.258298874,20221214195942130,None,18,26,21,40,35,26,20,19
24,0,2.268398524,20221214195942141,None,17,25,23,26,31,28,20,18
25,0,2.278388739,20221214195942151,None,19,24,22,26,27,26,20,21
26,0,2.288638354,20221214195942161,None,19,24,22,26,27,26,20,21
27,0,2.298730612,20221214195942171,None,19,24,22,26,27,26,20,21
28,0,2.308419943,20221214195942181,None,20,25,23,25,25,25,21,21
29,0,2.318312884,20221214195942190,None,20,25,23,25,25,25,21,21
30,0,2.328560114,20221214195942201,None,20,23,24,28,29,25,20,22
31,0,2.338358641,20221214195942211,None,20,21,26,29,32,25,19,22
32,0,2.348418474,20221214195942221,None,20,21,26,29,32,25,19,22
33,0,2.358369828,20221214195942231,None,20,21,26,29,32,25,19,22
34,0,2.368313313,20221214195942240,None,20,22,24,29,32,23,18,22
35,0,2.3784000880000002,20221214195942251,None,20,22,24,29,32,23,18,22
36,0,2.388591767,20221214195942261,None,18,22,24,27,32,24,17,20
37,0,2.398741484,20221214195942271,None,18,22,24,27,32,24,17,20
38,0,2.408435345,20221214195942281,None,18,22,22,30,32,24,20,20
39,0,2.418693304,20221214195942291,None,18,22,22,30,32,24,20,20
40,0,2.428254128,20221214195942300,None,20,22,22,35,28,24,19,18
41,0,2.438416004,20221214195942311,None,20,22,22,35,28,24,19,18
42,0,2.448432207,20221214195942321,None,20,24,21,35,26,25,21,17
43,0,2.458289862,20221214195942330,None,20,24,21,35,26,25,21,17
44,0,2.46854496,20221214195942341,None,21,23,20,37,24,25,21,19
45,0,2.478551388,20221214195942351,None,21,23,20,37,24,25,21,19
46,0,2.488450289,20221214195942361,None,21,22,20,39,28,24,20,18
47,0,2.498290062,20221214195942370,None,21,22,20,39,28,24,20,18
48,0,2.5082540509999998,20221214195942380,None,21,23,20,38,28,23,17,20
49,0,2.518270493,20221214195942390,None,21,23,20,38,28,23,17,20
50,0,2.528198719,20221214195942400,None,19,23,21,29,27,24,20,20
51,0,2.538736821,20221214195942411,None,19,23,21,29,27,24,20,20
52,0,2.548405409,20221214195942421,None,18,24,19,28,27,23,19,21
53,0,2.558804035,20221214195942431,None,18,24,19,28,27,23,19,21
54,0,2.568556547,20221214195942441,None,17,25,20,28,29,22,19,20
55,0,2.578424931,20221214195942451,None,17,25,20,28,29,22,19,20
56,0,2.588223934,20221214195942460,None,17,24,20,28,28,21,19,22
57,0,2.598241329,20221214195942470,None,17,24,20,28,28,21,19,22
58,0,2.608415842,20221214195942481,None,17,26,21,28,29,24,19,24
59,0,2.618322611,20221214195942490,None,17,26,21,28,29,24,19,24
60,0,2.628297329,20221214195942500,None,17,26,20,30,28,24,18,24
61,0,2.638309479,20221214195942510,None,17,26,20,30,28,24,18,24
62,0,2.648421765,20221214195942521,None,19,25,20,31,28,26,17,23
63,0,2.658324957,20221214195942530,None,19,25,20,31,28,26,17,23
64,0,2.668395043,20221214195942541,None,19,24,18,27,28,26,20,24
65,0,2.678297997,20221214195942550,None,19,24,18,27,28,26,20,24
66,0,2.688328028,20221214195942560,None,22,26,18,28,26,26,20,22
67,0,2.698400736,20221214195942571,None,22,26,18,28,26,26,20,22
68,0,2.708331108,20221214195942580,None,22,27,18,28,27,25,21,20
69,0,2.71838975,20221214195942591,None,22,27,18,28,27,25,21,20
70,0,2.728616238,20221214195942601,None,24,27,18,29,27,24,20,20
71,0,2.738352776,20221214195942610,None,24,27,18,29,27,24,20,20
72,0,2.748394013,20221214195942621,None,22,28,20,27,28,21,21,20
73,0,2.758405924,20221214195942631,None,22,28,20,27,28,21,21,20
74,0,2.768511296,20221214195942641,None,21,28,22,28,27,23,21,20
75,0,2.778307438,20221214195942650,None,21,28,22,28,27,23,21,20
76,0,2.788458586,20221214195942661,None,19,27,22,30,29,23,21,20
77,0,2.798279763,20221214195942670,None,19,27,22,30,29,23,21,20
78,0,2.808394909,20221214195942681,None,20,26,22,33,30,22,21,21
79,0,2.81841588,20221214195942691,None,20,26,22,33,30,22,21,21
80,0,2.828805924,20221214195942701,None,17,25,22,32,29,22,21,21
81,0,2.838285685,20221214195942710,None,17,25,22,32,29,22,21,21
82,0,2.848426581,20221214195942721,None,17,24,22,36,31,22,21,21
83,0,2.858337879,20221214195942730,None,17,24,22,36,31,22,21,21
84,0,2.8685636519999997,20221214195942741,None,18,22,22,36,33,22,19,20
85,0,2.878503561,20221214195942751,None,18,22,22,36,33,22,19,20
86,0,2.888299227,20221214195942760,None,19,23,20,32,35,22,19,22
87,0,2.898643732,20221214195942771,None,19,23,20,32,35,22,19,22
88,0,2.9085104470000003,20221214195942781,None,19,23,20,32,35,22,19,22
89,0,2.918400049,20221214195942791,None,17,22,20,38,33,22,19,20
