,gt,time_elapsed,current_time,current_task,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
0,0,2.02808404,20221214194817703,None,40,23,39,32,26,78,160,32
1,0,2.038085699,20221214194817713,None,37,23,37,33,28,75,138,29
2,0,2.048132896,20221214194817723,None,36,23,41,32,28,81,139,30
3,0,2.058134794,20221214194817733,None,36,23,41,32,28,81,139,30
4,0,2.068104506,20221214194817743,None,40,21,39,32,26,62,156,30
5,0,2.078094244,20221214194817753,None,40,21,39,32,26,62,156,30
6,0,2.088097811,20221214194817763,None,40,21,39,32,26,62,156,30
7,0,2.098163605,20221214194817773,None,39,21,32,26,27,62,164,29
8,0,2.108226776,20221214194817783,None,47,20,33,26,26,57,140,28
9,0,2.118275642,20221214194817793,None,47,20,33,26,26,57,140,28
10,0,2.128172636,20221214194817803,None,48,19,43,31,24,52,143,27
11,0,2.138322353,20221214194817813,None,48,19,43,31,24,52,143,27
12,0,2.148496389,20221214194817823,None,48,19,43,31,24,52,143,27
13,0,2.158265114,20221214194817833,None,47,21,39,29,27,43,140,29
14,0,2.168180466,20221214194817843,None,44,23,38,28,26,46,116,27
15,0,2.1781923770000002,20221214194817853,None,44,23,38,28,26,46,116,27
16,0,2.188142776,20221214194817863,None,44,23,38,28,26,46,116,27
17,0,2.198261499,20221214194817873,None,49,23,46,33,24,49,151,27
18,0,2.208203316,20221214194817883,None,49,23,46,33,24,49,151,27
19,0,2.218147755,20221214194817893,None,43,23,48,36,25,52,166,25
20,0,2.228160858,20221214194817903,None,41,24,43,35,26,55,162,26
21,0,2.238165379,20221214194817913,None,41,24,43,35,26,55,162,26
22,0,2.248150825,20221214194817923,None,46,22,50,41,23,61,185,30
23,0,2.258289337,20221214194817933,None,46,22,50,41,23,61,185,30
24,0,2.268254995,20221214194817943,None,46,22,50,41,23,61,185,30
25,0,2.2782435420000002,20221214194817953,None,48,24,51,42,25,62,184,32
26,0,2.288208246,20221214194817963,None,48,24,51,42,25,62,184,32
27,0,2.298492193,20221214194817973,None,50,23,43,41,23,54,156,31
28,0,2.308108568,20221214194817983,None,45,24,47,44,23,59,138,30
29,0,2.318228722,20221214194817993,None,45,24,47,44,23,59,138,30
30,0,2.328137636,20221214194818003,None,45,24,47,44,23,59,138,30
31,0,2.3382568360000002,20221214194818013,None,45,25,46,42,24,57,162,33
